Material,StandardUnit,ToUnit,Factor
1000044064,EA,EA,1
1000044065,EA,EA,1
1000044066,EA,EA,1
1000044067,EA,EA,1
1000044068,EA,EA,1
1000044069,EA,EA,1
1000044070,EA,EA,1
1000044071,EA,EA,1
1000044072,EA,EA,1
1000044073,EA,EA,1
1000044075,EA,EA,1
1000044076,EA,EA,1
1000044077,EA,EA,1
1000044078,EA,EA,1
1000044079,EA,EA,1
1000044080,EA,EA,1
1000044081,EA,EA,1
1000044082,EA,EA,1
1000044083,EA,EA,1
1000044084,EA,EA,1
1000044085,EA,EA,1
1000044086,EA,EA,1
1000044087,EA,EA,1
1000044088,EA,EA,1
1000044089,EA,EA,1
1000044090,EA,EA,1
1000044091,EA,EA,1
1000044092,EA,EA,1
1000044093,EA,EA,1
1000044094,EA,EA,1
1000044095,EA,EA,1
1000044096,EA,EA,1
1000044097,EA,EA,1
1000044098,EA,EA,1
1000044099,EA,EA,1
1000044100,EA,EA,1
1000044101,EA,EA,1
1000044103,EA,EA,1
1000044104,EA,EA,1
1000044105,EA,EA,1
1000044106,EA,EA,1
1000044107,EA,EA,1
1000044108,EA,EA,1
1000044109,EA,EA,1
1000044110,EA,EA,1
1000044111,EA,EA,1
1000044112,EA,EA,1
1000044113,EA,EA,1
1000044114,EA,EA,1
1000044115,EA,EA,1
1000044116,EA,EA,1
1000044117,EA,EA,1
1000044118,EA,EA,1
1000044119,EA,EA,1
1000044120,EA,EA,1
1000044121,EA,EA,1
1000044122,EA,EA,1
1000044123,EA,EA,1
1000044124,EA,EA,1
1000044125,EA,EA,1
1000044126,EA,EA,1
1000044127,EA,EA,1
1000044128,EA,EA,1
1000044129,EA,EA,1
1000044130,EA,EA,1
1000044131,EA,EA,1
1000044132,EA,EA,1
1000044133,EA,EA,1
1000044134,EA,EA,1
1000044135,EA,EA,1
1000044136,EA,EA,1
1000044137,EA,EA,1
1000044138,EA,EA,1
1000044139,EA,EA,1
1000044140,EA,EA,1
1000044141,EA,EA,1
1000044142,EA,EA,1
1000044143,EA,EA,1
1000044144,EA,EA,1
1000044145,EA,EA,1
1000044146,EA,EA,1
1000044147,EA,EA,1
1000044148,EA,EA,1
1000044149,EA,EA,1
1000044150,EA,EA,1
1000044151,EA,EA,1
1000044152,EA,EA,1
1000044153,EA,EA,1
1000044154,EA,EA,1
1000044155,EA,EA,1
1000044156,EA,EA,1
1000044157,EA,EA,1
1000044158,EA,EA,1
1000044159,EA,EA,1
1000044160,EA,EA,1
1000044162,EA,EA,1
1000044163,EA,EA,1
1000044164,EA,EA,1
1000044165,EA,EA,1
1000044167,EA,EA,1
1000044168,EA,EA,1
1000044171,EA,EA,1
1000044172,EA,EA,1
1000044173,EA,EA,1
1000044174,EA,EA,1
1000044175,EA,EA,1
1000044176,EA,EA,1
1000044177,FT,FT,1
1000044177,FT,ROL,25
1000044179,EA,EA,1
1000044180,EA,EA,1
1000044181,EA,EA,1
1000044182,EA,EA,1
1000044183,EA,EA,1
1000044184,EA,EA,1
1000044185,EA,EA,1
1000044186,EA,EA,1
1000044187,EA,EA,1
1000044188,EA,EA,1
1000044189,EA,EA,1
1000044190,EA,EA,1
1000044191,EA,EA,1
1000044192,EA,EA,1
1000044193,EA,EA,1
1000044194,EA,EA,1
1000044195,EA,EA,1
1000044196,EA,EA,1
1000044197,EA,EA,1
1000044198,EA,EA,1
1000044199,EA,EA,1
1000044200,EA,EA,1
1000044201,EA,EA,1
1000044202,EA,EA,1
1000044203,EA,EA,1
1000044205,EA,EA,1
1000044206,EA,EA,1
1000044207,EA,EA,1
1000044208,EA,EA,1
1000044209,EA,EA,1
1000044210,EA,EA,1
1000044211,EA,EA,1
1000044212,EA,EA,1
1000044213,EA,EA,1
1000044214,EA,EA,1
1000044215,EA,EA,1
1000044218,EA,EA,1
1000044219,EA,EA,1
1000044220,EA,EA,1
1000044221,EA,EA,1
1000044222,EA,EA,1
1000044223,EA,EA,1
1000044224,EA,EA,1
1000044225,EA,EA,1
1000044226,EA,EA,1
1000044227,EA,EA,1
1000044228,EA,EA,1
1000044229,EA,EA,1
1000044230,EA,EA,1
1000044232,EA,EA,1
1000044233,EA,EA,1
1000044234,EA,EA,1
1000044235,EA,EA,1
1000044236,EA,EA,1
1000044237,EA,EA,1
1000044238,EA,EA,1
1000044239,EA,EA,1
1000044240,EA,EA,1
1000044241,EA,EA,1
1000044242,EA,EA,1
1000044243,EA,EA,1
1000044244,EA,EA,1
1000044245,EA,EA,1
1000044246,EA,EA,1
1000044247,EA,EA,1
1000044248,EA,EA,1
1000044249,EA,EA,1
1000044250,EA,EA,1
1000044251,EA,EA,1
1000044252,EA,EA,1
1000044253,EA,EA,1
1000044254,EA,EA,1
1000044255,EA,EA,1
1000044256,EA,EA,1
1000044257,EA,EA,1
1000044258,EA,EA,1
1000044259,EA,EA,1
1000044260,EA,EA,1
1000044261,EA,EA,1
1000044262,EA,EA,1
1000044263,EA,EA,1
1000044264,EA,EA,1
1000044265,FT3,FT3,1
1000044268,EA,EA,1
1000044270,EA,EA,1
1000044271,EA,EA,1
1000044272,EA,EA,1
1000044273,EA,EA,1
1000044274,EA,EA,1
1000044275,SET,SET,1
1000044276,EA,EA,1
1000044277,EA,EA,1
1000044278,EA,EA,1
1000044279,EA,EA,1
1000044280,DR,DR,1
1000044281,EA,EA,1
1000044282,EA,EA,1
1000044283,EA,EA,1
1000044284,EA,EA,1
1000044285,EA,EA,1
1000044286,EA,EA,1
1000044287,EA,EA,1
1000044288,EA,EA,1
1000044289,EA,EA,1
1000044290,EA,EA,1
1000044291,EA,EA,1
1000044292,EA,EA,1
1000044293,EA,EA,1
1000044294,EA,EA,1
1000044295,EA,EA,1
1000044296,EA,EA,1
1000044297,EA,EA,1
1000044298,EA,EA,1
1000044299,EA,EA,1
1000044300,SET,SET,1
1000044301,EA,EA,1
1000044302,EA,EA,1
1000044303,EA,EA,1
1000044304,EA,EA,1
1000044305,EA,EA,1
1000044306,EA,EA,1
1000044307,EA,EA,1
1000044308,EA,EA,1
1000044309,EA,EA,1
1000044310,EA,EA,1
1000044311,EA,EA,1
1000044312,EA,EA,1
1000044313,EA,EA,1
1000044314,EA,EA,1
1000044315,EA,EA,1
1000044318,EA,EA,1
1000044319,EA,EA,1
1000044320,EA,EA,1
1000044322,EA,EA,1
1000044323,EA,EA,1
1000044324,EA,EA,1
1000044325,EA,EA,1
1000044326,CAS,CAS,1
1000044326,CAS,CAR,1
1000044327,CAS,CAS,1
1000044327,CAS,CAR,1
1000044328,CAS,CAS,1
1000044328,CAS,CAR,1
1000044329,CAS,CAS,1
1000044329,CAS,CAR,1
1000044330,EA,EA,1
1000044331,EA,EA,1
1000044332,EA,EA,1
1000044333,EA,EA,1
1000044334,EA,EA,1
1000044335,EA,EA,1
1000044336,EA,EA,1
1000044337,EA,EA,1
1000044338,EA,EA,1
1000044339,EA,EA,1
1000044340,EA,BOX,100
1000044340,EA,EA,1
1000044341,EA,EA,1
1000044342,EA,EA,1
1000044343,EA,EA,1
1000044344,EA,EA,1
1000044345,EA,EA,1
1000044347,EA,EA,1
1000044348,EA,EA,1
1000044349,EA,EA,1
1000044350,EA,EA,1
1000044351,EA,EA,1
1000044352,EA,EA,1
1000044353,EA,EA,1
1000044354,EA,EA,1
1000044355,EA,EA,1
1000044356,EA,EA,1
1000044357,EA,EA,1
1000044358,EA,EA,1
1000044359,EA,EA,1
1000044360,EA,EA,1
1000044361,EA,EA,1
1000044362,EA,EA,1
1000044363,EA,EA,1
1000044364,EA,EA,1
1000044365,EA,EA,1
1000044366,EA,EA,1
1000044367,EA,EA,1
1000044368,EA,EA,1
1000044369,EA,EA,1
1000044370,EA,EA,1
1000044371,EA,EA,1
1000044372,EA,EA,1
1000044373,EA,EA,1
1000044374,EA,EA,1
1000044375,EA,EA,1
1000044376,EA,EA,1
1000044377,EA,EA,1
1000044380,EA,EA,1
1000044381,EA,EA,1
1000044382,EA,EA,1
1000044383,EA,EA,1
1000044384,EA,EA,1
1000044385,EA,EA,1
1000044386,EA,EA,1
1000044388,EA,EA,1
1000044389,EA,EA,1
1000044390,EA,EA,1
1000044391,EA,EA,1
1000044392,EA,EA,1
1000044393,EA,EA,1
1000044394,EA,EA,1
1000044395,EA,EA,1
1000044397,EA,EA,1
1000044398,EA,EA,1
1000044399,EA,EA,1
1000044400,EA,EA,1
1000044401,EA,EA,1
1000044404,EA,EA,1
1000044407,EA,EA,1
1000044408,EA,EA,1
1000044410,EA,EA,1
1000044411,EA,EA,1
1000044412,EA,EA,1
1000044413,EA,EA,1
1000044414,EA,EA,1
1000044415,EA,EA,1
1000044416,EA,EA,1
1000044417,EA,EA,1
1000044418,EA,EA,1
1000044419,EA,EA,1
1000044420,EA,EA,1
1000044421,EA,EA,1
1000044422,EA,EA,1
1000044423,EA,EA,1
1000044424,EA,EA,1
1000044425,EA,EA,1
1000044426,EA,EA,1
1000044427,EA,EA,1
1000044428,EA,EA,1
1000044429,PAA,PAA,1
1000044430,EA,EA,1
1000044431,EA,EA,1
1000044432,EA,EA,1
1000044433,EA,EA,1
1000044434,EA,EA,1
1000044435,EA,EA,1
1000044436,EA,EA,1
1000044437,EA,EA,1
1000044439,EA,EA,1
1000044440,EA,EA,1
1000044441,EA,EA,1
1000044442,EA,EA,1
1000044443,EA,EA,1
1000044445,EA,EA,1
1000044446,EA,EA,1
1000044447,EA,EA,1
1000044448,EA,EA,1
1000044449,EA,EA,1
1000044450,EA,EA,1
1000044451,EA,EA,1
1000044452,EA,EA,1
1000044453,EA,EA,1
1000044454,EA,EA,1
1000044455,EA,EA,1
1000044456,EA,EA,1
1000044457,EA,EA,1
1000044458,EA,EA,1
1000044459,EA,EA,1
1000044460,EA,EA,1
1000044461,EA,EA,1
1000044462,EA,EA,1
1000044463,EA,EA,1
1000044464,EA,EA,1
1000044465,EA,EA,1
1000044466,EA,EA,1
1000044467,EA,EA,1
1000044468,EA,EA,1
1000044469,EA,EA,1
1000044470,EA,EA,1
1000044472,EA,EA,1
1000044473,EA,EA,1
1000044474,EA,EA,1
1000044477,EA,EA,1
1000044478,EA,EA,1
1000044479,EA,EA,1
1000044480,EA,EA,1
1000044481,EA,EA,1
1000044482,EA,EA,1
1000044483,EA,EA,1
1000044484,EA,EA,1
1000044486,EA,EA,1
1000044487,EA,EA,1
1000044488,EA,EA,1
1000044489,EA,EA,1
1000044490,EA,EA,1
1000044491,EA,EA,1
1000044492,EA,EA,1
1000044493,EA,EA,1
1000044494,EA,EA,1
1000044495,EA,EA,1
1000044496,EA,EA,1
1000044497,EA,EA,1
1000044498,EA,EA,1
1000044499,EA,EA,1
1000044500,EA,EA,1
1000044501,EA,EA,1
1000044502,EA,EA,1
1000044503,EA,EA,1
1000044504,EA,EA,1
1000044505,EA,EA,1
1000044506,EA,EA,1
1000044507,EA,EA,1
1000044508,EA,EA,1
1000044509,EA,EA,1
1000044510,EA,EA,1
1000044511,EA,EA,1
1000044512,EA,EA,1
1000044513,EA,EA,1
1000044514,EA,EA,1
1000044515,EA,EA,1
1000044516,EA,EA,1
1000044517,EA,EA,1
1000044518,EA,EA,1
1000044519,EA,EA,1
1000044520,EA,EA,1
1000044523,EA,EA,1
1000044524,EA,EA,1
1000044525,EA,EA,1
1000044526,EA,EA,1
1000044527,EA,EA,1
1000044528,EA,EA,1
1000044529,EA,EA,1
1000044530,EA,EA,1
1000044531,EA,EA,1
1000044532,EA,EA,1
1000044533,EA,EA,1
1000044534,EA,EA,1
1000044536,EA,EA,1
1000044537,EA,EA,1
1000044540,EA,EA,1
1000044541,EA,EA,1
1000044542,EA,EA,1
1000044543,EA,EA,1
1000044544,EA,EA,1
1000044545,EA,EA,1
1000044547,EA,EA,1
1000044549,EA,EA,1
1000044551,EA,EA,1
1000044552,EA,EA,1
1000044553,EA,EA,1
1000044555,EA,EA,1
1000044556,EA,EA,1
1000044557,EA,EA,1
1000044558,EA,EA,1
1000044559,EA,EA,1
1000044560,EA,EA,1
1000044561,EA,EA,1
1000044562,EA,EA,1
1000044563,EA,EA,1
1000044565,EA,EA,1
1000044568,EA,EA,1
1000044569,EA,EA,1
1000044570,EA,EA,1
1000044571,EA,EA,1
1000044572,EA,EA,1
1000044573,EA,EA,1
1000044574,EA,EA,1
1000044575,EA,EA,1
1000044576,EA,EA,1
1000044577,EA,EA,1
1000044578,EA,EA,1
1000044579,EA,EA,1
1000044581,EA,EA,1
1000044582,EA,EA,1
1000044583,EA,EA,1
1000044588,EA,EA,1
1000044589,EA,EA,1
1000044590,EA,EA,1
1000044591,EA,EA,1
1000044593,EA,EA,1
1000044594,EA,EA,1
1000044596,EA,EA,1
1000044597,EA,EA,1
1000044600,EA,EA,1
1000044602,EA,EA,1
1000044603,EA,EA,1
1000044604,EA,EA,1
1000044605,EA,EA,1
1000044607,EA,EA,1
1000044610,EA,EA,1
1000044611,EA,EA,1
1000044614,EA,EA,1
1000044615,EA,EA,1
1000044616,EA,EA,1
1000044617,EA,EA,1
1000044618,EA,EA,1
1000044619,EA,EA,1
1000044620,EA,EA,1
1000044621,EA,EA,1
1000044622,EA,EA,1
1000044625,EA,EA,1
1000044626,EA,EA,1
1000044627,EA,EA,1
1000044628,EA,EA,1
1000044630,EA,EA,1
1000044631,EA,EA,1
1000044633,EA,EA,1
1000044634,EA,EA,1
1000044635,EA,EA,1
1000044636,EA,EA,1
1000044637,EA,EA,1
1000044638,EA,EA,1
1000044639,EA,EA,1
1000044640,EA,EA,1
1000044641,EA,EA,1
1000044642,EA,EA,1
1000044643,EA,EA,1
1000044644,EA,EA,1
1000044645,EA,EA,1
1000044646,EA,EA,1
1000044647,EA,EA,1
1000044648,EA,EA,1
1000044649,EA,EA,1
1000044650,KG,KG,1
1000044651,EA,EA,1
1000044652,EA,EA,1
1000044653,EA,EA,1
1000044654,EA,EA,1
1000044655,EA,EA,1
1000044656,EA,EA,1
1000044657,EA,EA,1
1000044658,EA,EA,1
1000044659,EA,EA,1
1000044660,EA,EA,1
1000044661,EA,EA,1
1000044662,EA,EA,1
1000044663,EA,EA,1
1000044664,EA,EA,1
1000044666,EA,EA,1
1000044667,EA,EA,1
1000044668,EA,EA,1
1000044669,EA,EA,1
1000044670,EA,EA,1
1000044671,EA,EA,1
1000044672,EA,EA,1
1000044673,EA,EA,1
1000044674,EA,EA,1
1000044675,EA,EA,1
1000044676,EA,EA,1
1000044677,EA,EA,1
1000044678,EA,EA,1
1000044679,EA,EA,1
1000044680,EA,EA,1
1000044681,EA,EA,1
1000044682,EA,EA,1
1000044683,EA,EA,1
1000044684,EA,EA,1
1000044685,EA,EA,1
1000044686,EA,EA,1
1000044687,EA,EA,1
1000044688,EA,EA,1
1000044689,EA,EA,1
1000044691,EA,EA,1
1000044692,EA,EA,1
1000044693,EA,EA,1
1000044694,EA,EA,1
1000044695,EA,EA,1
1000044696,EA,EA,1
1000044697,EA,EA,1
1000044698,EA,EA,1
1000044699,EA,EA,1
1000044700,EA,EA,1
1000044701,EA,EA,1
1000044702,EA,EA,1
1000044703,EA,EA,1
1000044704,EA,EA,1
1000044705,EA,EA,1
1000044706,EA,EA,1
1000044707,EA,EA,1
1000044708,EA,EA,1
1000044709,EA,EA,1
1000044710,EA,EA,1
1000044711,EA,EA,1
1000044714,EA,EA,1
1000044715,EA,EA,1
1000044716,EA,EA,1
1000044717,EA,EA,1
1000044718,EA,EA,1
1000044719,EA,EA,1
1000044720,EA,EA,1
1000044721,EA,EA,1
1000044722,EA,EA,1
1000044723,EA,EA,1
1000044724,EA,EA,1
1000044725,EA,EA,1
1000044726,EA,EA,1
1000044727,EA,EA,1
1000044728,EA,EA,1
1000044729,EA,EA,1
1000044730,EA,EA,1
1000044731,EA,EA,1
1000044732,EA,EA,1
1000044733,EA,EA,1
1000044734,EA,EA,1
1000044735,EA,EA,1
1000044736,EA,EA,1
1000044737,EA,EA,1
1000044738,EA,EA,1
1000044739,EA,EA,1
1000044740,EA,EA,1
1000044741,EA,EA,1
1000044743,EA,EA,1
1000044744,EA,EA,1
1000044746,EA,EA,1
1000044747,EA,EA,1
1000044749,EA,EA,1
1000044750,EA,EA,1
1000044751,EA,EA,1
1000044752,EA,EA,1
1000044753,EA,EA,1
1000044754,EA,EA,1
1000044755,EA,EA,1
1000044756,EA,EA,1
1000044757,EA,EA,1
1000044758,EA,EA,1
1000044759,EA,EA,1
1000044760,EA,EA,1
1000044761,EA,EA,1
1000044762,EA,EA,1
1000044763,EA,EA,1
1000044765,EA,EA,1
1000044767,EA,EA,1
1000044768,EA,EA,1
1000044770,EA,EA,1
1000044771,EA,EA,1
1000044772,EA,EA,1
1000044776,EA,EA,1
1000044777,EA,EA,1
1000044778,EA,EA,1
1000044779,EA,EA,1
1000044780,EA,EA,1
1000044781,EA,EA,1
1000044782,EA,EA,1
1000044783,EA,EA,1
1000044784,EA,EA,1
1000044785,EA,EA,1
1000044786,EA,EA,1
1000044787,EA,EA,1
1000044788,EA,EA,1
1000044789,EA,EA,1
1000044790,EA,EA,1
1000044791,EA,EA,1
1000044792,EA,EA,1
1000044793,EA,EA,1
1000044795,EA,EA,1
1000044796,EA,EA,1
1000044797,EA,EA,1
1000044799,EA,EA,1
1000044800,EA,EA,1
1000044801,EA,EA,1
1000044802,EA,EA,1
1000044803,EA,EA,1
1000044804,EA,EA,1
1000044806,EA,EA,1
1000044808,EA,EA,1
1000044809,EA,EA,1
1000044810,EA,EA,1
1000044811,EA,EA,1
1000044812,EA,EA,1
1000044814,EA,EA,1
1000044815,EA,EA,1
1000044816,EA,EA,1
1000044817,EA,EA,1
1000044818,EA,EA,1
1000044819,EA,EA,1
1000044820,EA,EA,1
1000044821,EA,EA,1
1000044823,EA,EA,1
1000044824,EA,EA,1
1000044825,EA,EA,1
1000044826,EA,EA,1
1000044827,EA,EA,1
1000044828,EA,EA,1
1000044829,EA,EA,1
1000044830,EA,EA,1
1000044831,EA,EA,1
1000044832,EA,EA,1
1000044833,EA,EA,1
1000044834,EA,EA,1
1000044835,EA,EA,1
1000044836,EA,EA,1
1000044837,EA,EA,1
1000044838,EA,EA,1
1000044839,EA,EA,1
1000044840,EA,EA,1
1000044841,EA,EA,1
1000044842,EA,EA,1
1000044843,EA,EA,1
1000044844,EA,EA,1
1000044845,EA,EA,1
1000044846,EA,EA,1
1000044847,EA,EA,1
1000044848,EA,EA,1
1000044849,EA,EA,1
1000044850,EA,EA,1
1000044851,EA,EA,1
1000044852,EA,EA,1
1000044853,EA,EA,1
1000044854,EA,EA,1
1000044855,EA,EA,1
1000044856,EA,EA,1
1000044857,EA,EA,1
1000044858,EA,EA,1
1000044859,EA,EA,1
1000044860,EA,EA,1
1000044862,EA,EA,1
1000044863,EA,EA,1
1000044864,EA,EA,1
1000044865,EA,EA,1
1000044866,EA,EA,1
1000044867,EA,EA,1
1000044868,EA,EA,1
1000044869,EA,EA,1
1000044870,EA,EA,1
1000044872,EA,EA,1
1000044873,EA,EA,1
1000044874,EA,EA,1
1000044875,EA,EA,1
1000044876,EA,EA,1
1000044877,EA,EA,1
1000044878,EA,EA,1
1000044879,EA,EA,1
1000044880,EA,EA,1
1000044882,EA,EA,1
1000044884,EA,EA,1
1000044885,EA,EA,1
1000044886,EA,EA,1
1000044887,EA,EA,1
1000044888,EA,EA,1
1000044890,EA,EA,1
1000044891,EA,EA,1
1000044892,EA,EA,1
1000044893,EA,EA,1
1000044895,EA,EA,1
1000044896,EA,EA,1
1000044897,EA,EA,1
1000044898,EA,EA,1
1000044899,EA,EA,1
1000044900,EA,EA,1
1000044901,EA,EA,1
1000044902,EA,EA,1
1000044903,EA,EA,1
1000044904,EA,EA,1
1000044905,EA,EA,1
1000044906,EA,EA,1
1000044907,EA,EA,1
1000044908,EA,EA,1
1000044909,EA,EA,1
1000044910,EA,EA,1
1000044911,EA,EA,1
1000044912,EA,EA,1
1000044913,EA,EA,1
1000044914,EA,EA,1
1000044915,EA,EA,1
1000044916,EA,EA,1
1000044917,EA,EA,1
1000044918,EA,EA,1
1000044919,EA,EA,1
1000044920,EA,EA,1
1000044921,EA,EA,1
1000044922,EA,EA,1
1000044923,EA,EA,1
1000044924,EA,EA,1
1000044926,EA,EA,1
1000044927,EA,EA,1
1000044928,EA,EA,1
1000044929,EA,EA,1
1000044930,EA,EA,1
1000044931,EA,EA,1
1000044932,EA,EA,1
1000044933,EA,EA,1
1000044934,EA,EA,1
1000044935,EA,EA,1
1000044936,EA,EA,1
1000044936,EA,KG,0.00088968
1000044936,EA,TE,1
1000044937,EA,EA,1
1000044938,EA,EA,1
1000044939,EA,EA,1
1000044940,EA,EA,1
1000044941,EA,EA,1
1000044942,EA,EA,1
1000044943,EA,EA,1
1000044944,EA,EA,1
1000044945,EA,EA,1
1000044946,EA,EA,1
1000044947,EA,EA,1
1000044948,EA,EA,1
1000044949,EA,EA,1
1000044950,EA,EA,1
1000044951,EA,EA,1
1000044952,EA,EA,1
1000044953,EA,EA,1
1000044954,EA,EA,1
1000044955,EA,EA,1
1000044956,EA,EA,1
1000044957,EA,EA,1
1000044958,EA,EA,1
1000044959,EA,EA,1
1000044960,EA,EA,1
1000044961,EA,EA,1
1000044962,EA,EA,1
1000044963,EA,EA,1
1000044964,EA,EA,1
1000044965,EA,EA,1
1000044966,EA,EA,1
1000044967,EA,EA,1
1000044968,EA,EA,1
1000044969,EA,EA,1
1000044970,EA,EA,1
1000044971,EA,EA,1
1000044972,EA,EA,1
1000044975,EA,EA,1
1000044976,EA,EA,1
1000044977,EA,EA,1
1000044978,EA,EA,1
1000044979,EA,EA,1
1000044981,EA,EA,1
1000044983,EA,EA,1
1000044984,EA,EA,1
1000044985,EA,EA,1
1000044986,EA,EA,1
1000044988,EA,EA,1
1000044989,EA,EA,1
1000044991,EA,EA,1
1000044992,EA,EA,1
1000044993,EA,EA,1
1000044994,EA,EA,1
1000044995,EA,EA,1
1000044996,EA,EA,1
1000044997,EA,EA,1
1000044998,EA,EA,1
1000044999,EA,EA,1
1000045000,EA,EA,1
1000045002,EA,EA,1
1000045003,EA,EA,1
1000045005,EA,EA,1
1000045006,EA,EA,1
1000045007,EA,EA,1
1000045008,EA,EA,1
1000045009,EA,EA,1
1000045009,EA,FT,0.004
1000045009,EA,SO,1
1000045010,EA,EA,1
1000045011,EA,EA,1
1000045011,EA,FT,0.004
1000045011,EA,SO,1
1000045012,EA,EA,1
1000045013,EA,EA,1
1000045014,EA,EA,1
1000045016,EA,EA,1
1000045017,EA,EA,1
1000045017,EA,FT,1
1000045018,EA,EA,1
1000045019,EA,EA,1
1000045019,EA,FT,0.05
1000045020,EA,EA,1
1000045021,EA,EA,1
1000045024,EA,EA,1
1000045025,EA,EA,1
1000045027,EA,EA,1
1000045028,EA,EA,1
1000045029,EA,EA,1
1000045030,EA,EA,1
1000045031,EA,EA,1
1000045032,EA,EA,1
1000045033,EA,EA,1
1000045034,EA,EA,1
1000045036,EA,EA,1
1000045037,EA,EA,1
1000045038,EA,EA,1
1000045039,EA,EA,1
1000045040,EA,EA,1
1000045041,EA,EA,1
1000045042,EA,EA,1
1000045043,EA,EA,1
1000045044,EA,EA,1
1000045046,EA,EA,1
1000045047,EA,EA,1
1000045048,EA,EA,1
1000045049,EA,EA,1
1000045050,EA,EA,1
1000045051,EA,EA,1
1000045052,EA,EA,1
1000045053,EA,EA,1
1000045054,EA,EA,1
1000045055,EA,EA,1
1000045056,EA,EA,1
1000045057,EA,EA,1
1000045058,EA,EA,1
1000045059,EA,EA,1
1000045061,EA,EA,1
1000045062,EA,EA,1
1000045064,EA,EA,1
1000045066,EA,EA,1
1000045067,EA,EA,1
1000045068,EA,EA,1
1000045069,EA,EA,1
1000045070,EA,EA,1
1000045071,EA,EA,1
1000045072,EA,EA,1
1000045073,EA,EA,1
1000045074,EA,EA,1
1000045075,EA,EA,1
1000045076,EA,EA,1
1000045077,EA,EA,1
1000045078,EA,EA,1
1000045080,EA,EA,1
1000045082,EA,EA,1
1000045083,EA,EA,1
1000045084,EA,EA,1
1000045085,EA,EA,1
1000045086,EA,EA,1
1000045087,EA,EA,1
1000045088,EA,EA,1
1000045089,EA,EA,1
1000045090,EA,EA,1
1000045091,EA,EA,1
1000045092,EA,EA,1
1000045093,EA,EA,1
1000045094,EA,EA,1
1000045095,EA,EA,1
1000045099,EA,EA,1
1000045101,EA,EA,1
1000045102,EA,EA,1
1000045103,EA,EA,1
1000045104,EA,EA,1
1000045106,EA,EA,1
1000045107,EA,EA,1
1000045108,EA,EA,1
1000045109,EA,EA,1
1000045110,EA,EA,1
1000045111,EA,EA,1
1000045112,EA,EA,1
1000045113,EA,EA,1
1000045114,EA,EA,1
1000045115,EA,EA,1
1000045116,EA,EA,1
1000045117,EA,EA,1
1000045118,EA,EA,1
1000045119,EA,EA,1
1000045120,EA,EA,1
1000045122,EA,EA,1
1000045123,EA,EA,1
1000045124,EA,EA,1
1000045125,EA,EA,1
1000045126,EA,EA,1
1000045127,EA,EA,1
1000045128,EA,EA,1
1000045129,EA,EA,1
1000045130,EA,EA,1
1000045131,EA,EA,1
1000045132,EA,EA,1
1000045133,EA,EA,1
1000045134,EA,EA,1
1000045135,EA,EA,1
1000045136,EA,EA,1
1000045137,EA,EA,1
1000045138,EA,EA,1
1000045139,EA,EA,1
1000045140,EA,EA,1
1000045141,EA,EA,1
1000045142,EA,EA,1
1000045143,EA,EA,1
1000045144,EA,EA,1
1000045145,EA,EA,1
1000045146,EA,EA,1
1000045147,EA,EA,1
1000045148,EA,EA,1
1000045149,EA,EA,1
1000045150,EA,EA,1
1000045151,EA,EA,1
1000045152,EA,EA,1
1000045153,EA,EA,1
1000045154,EA,EA,1
1000045155,EA,EA,1
1000045156,EA,EA,1
1000045157,EA,EA,1
1000045158,EA,EA,1
1000045159,EA,EA,1
1000045160,EA,EA,1
1000045161,EA,EA,1
1000045162,EA,EA,1
1000045163,EA,EA,1
1000045164,EA,EA,1
1000045165,EA,EA,1
1000045166,EA,EA,1
1000045167,EA,EA,1
1000045168,EA,EA,1
1000045169,EA,EA,1
1000045170,EA,EA,1
1000045171,EA,EA,1
1000045172,EA,EA,1
1000045173,EA,EA,1
1000045174,EA,EA,1
1000045175,ROL,ROL,1
1000045176,ROL,ROL,1
1000045177,ROL,ROL,1
1000045178,ROL,ROL,1
1000045179,EA,EA,1
1000045180,EA,EA,1
1000045181,EA,EA,1
1000045183,EA,EA,1
1000045184,EA,EA,1
1000045185,EA,EA,1
1000045186,EA,EA,1
1000045187,EA,EA,1
1000045188,EA,EA,1
1000045189,EA,EA,1
1000045190,EA,EA,1
1000045191,EA,EA,1
1000045192,EA,EA,1
1000045193,EA,EA,1
1000045194,SET,SET,1
1000045201,EA,EA,1
1000045203,EA,EA,1
1000045205,EA,EA,1
1000045208,EA,EA,1
1000045209,EA,EA,1
1000045210,EA,EA,1
1000045211,EA,EA,1
1000045213,EA,EA,1
1000045216,EA,EA,1
1000045221,EA,EA,1
1000045222,EA,EA,1
1000045223,EA,EA,1
1000045224,EA,EA,1
1000045225,EA,EA,1
1000045226,EA,EA,1
1000045227,EA,EA,1
1000045228,EA,EA,1
1000045231,EA,EA,1
1000045232,EA,EA,1
1000045233,EA,EA,1
1000045235,EA,EA,1
1000045236,EA,EA,1
1000045239,EA,EA,1
1000045243,EA,EA,1
1000045246,EA,EA,1
1000045247,EA,EA,1
1000045248,EA,EA,1
1000045249,EA,EA,1
1000045250,EA,EA,1
1000045251,EA,EA,1
1000045252,EA,EA,1
1000045254,EA,EA,1
1000045255,EA,EA,1
1000045256,EA,EA,1
1000045257,EA,EA,1
1000045258,EA,EA,1
1000045260,EA,EA,1
1000045261,EA,EA,1
1000045266,EA,EA,1
1000045267,EA,EA,1
1000045268,EA,EA,1
1000045269,EA,EA,1
1000045272,EA,EA,1
